host,port,server_name,http_method,http_path,http_code,http_headers,error_data
76.76.2.188,443,dns.controld.com,HEAD,/,404,,
76.76.2.255,443,dns.controld.com,HEAD,/,404,,
76.76.2.32,443,freedns.controld.com,HEAD,/,404,,
76.76.2.247,443,freedns.controld.com,HEAD,/,404,,
76.76.2.4,443,dns.controld.com,HEAD,/,404,,
76.76.2.247,443,dns.controld.com,HEAD,/,404,,
76.76.2.255,443,freedns.controld.com,HEAD,/,404,,
76.76.2.172,443,dns.controld.com,HEAD,/,404,,
76.76.2.183,443,freedns.controld.com,HEAD,/,404,,
76.76.2.253,443,dns.controld.com,HEAD,/,404,,
76.76.2.30,443,freedns.controld.com,HEAD,/,404,,
76.76.2.4,443,p4.freedns.controld.com,HEAD,/,404,,
76.76.2.245,443,dns.controld.com,HEAD,/,404,,
176.125.239.106,443,freedns.controld.dev,HEAD,/,404,,
76.76.2.30,443,dns.controld.com,HEAD,/,404,,
76.76.2.49,443,dns.controld.com,HEAD,/,404,,
76.76.2.28,443,freedns.controld.com,HEAD,/,404,,
76.76.10.106,443,dns.controld.com,HEAD,/,404,,
76.76.2.42,443,dns.controld.com,HEAD,/,404,,
76.76.2.252,443,freedns.controld.com,HEAD,/,404,,
76.76.2.24,443,dns.controld.com,HEAD,/,404,,
76.76.2.29,443,dns.controld.com,HEAD,/,404,,
76.76.2.127,443,dns.controld.com,HEAD,/,404,,
76.76.2.2,443,dns.controld.com,HEAD,/,404,,
76.76.2.27,443,dns.controld.com,HEAD,/,404,,
76.76.2.243,443,freedns.controld.com,HEAD,/,404,,
76.76.2.186,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.18,443,freedns.controld.com,HEAD,/,404,,
76.76.2.48,443,dns.controld.com,HEAD,/,404,,
76.76.2.250,443,freedns.controld.com,HEAD,/,404,,
76.76.2.26,443,dns.controld.com,HEAD,/,404,,
76.76.2.27,443,freedns.controld.com,HEAD,/,404,,
76.76.2.163,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.164,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.238,443,freedns.controld.com,HEAD,/,404,,
76.76.10.134,443,freedns.controld.com,HEAD,/,404,,
76.76.2.199,443,freedns.controld.com,HEAD,/,404,,
76.76.2.25,443,freedns.controld.com,HEAD,/,404,,
76.76.2.16,443,dns.controld.com,HEAD,/,404,,
76.76.2.123,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.184,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.63,443,dns.controld.com,HEAD,/,404,,
76.76.2.48,443,freedns.controld.com,HEAD,/,404,,
76.76.2.26,443,freedns.controld.com,HEAD,/,404,,
8.8.4.4,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
76.76.2.35,443,freedns.controld.com,HEAD,/,404,,
76.76.10.138,443,dns.controld.com,HEAD,/,404,,
76.76.2.193,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.36,443,dns.controld.com,HEAD,/,404,,
74.80.110.196,443,doh.dns.apple.com,HEAD,/,404,,
76.76.2.246,443,freedns.controld.com,HEAD,/,404,,
76.76.10.192,443,freedns.controld.com,HEAD,/,404,,
76.76.2.34,443,dns.controld.com,HEAD,/,404,,
76.76.2.85,443,freedns.controld.com,HEAD,/,404,,
76.76.2.23,443,freedns.controld.com,HEAD,/,404,,
76.76.2.54,443,freedns.controld.com,HEAD,/,404,,
76.76.2.29,443,freedns.controld.com,HEAD,/,404,,
76.76.2.198,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.248,443,dns.controld.com,HEAD,/,404,,
76.76.2.24,443,freedns.controld.com,HEAD,/,404,,
76.76.2.28,443,dns.controld.com,HEAD,/,404,,
76.76.2.191,443,freedns.controld.com,HEAD,/,404,,
76.76.2.39,443,dns.controld.com,HEAD,/,404,,
76.76.2.2,443,freedns.controld.com,HEAD,/,404,,
76.76.2.244,443,freedns.controld.com,HEAD,/,404,,
76.76.2.58,443,freedns.controld.com,HEAD,/,404,,
76.76.2.78,443,dns.controld.com,HEAD,/,404,,
76.76.2.31,443,dns.controld.com,HEAD,/,404,,
76.76.2.187,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.69,443,dns.controld.com,HEAD,/,404,,
76.76.2.58,443,dns.controld.com,HEAD,/,404,,
76.76.2.184,443,dns.controld.com,HEAD,/,404,,
76.76.10.216,443,freedns.controld.com,HEAD,/,404,,
76.76.2.249,443,dns.controld.com,HEAD,/,404,,
76.76.2.197,443,freedns.controld.com,HEAD,/,404,,
76.76.10.179,443,freedns.controld.com,HEAD,/,404,,
76.76.2.248,443,freedns.controld.com,HEAD,/,404,,
76.76.2.40,443,dns.controld.com,HEAD,/,404,,
76.76.10.199,443,dns.controld.com,HEAD,/,404,,
76.76.2.57,443,dns.controld.com,HEAD,/,404,,
76.76.2.53,443,freedns.controld.com,HEAD,/,404,,
76.76.2.195,443,freedns.controld.com,HEAD,/,404,,
76.76.2.196,443,dns.controld.com,HEAD,/,404,,
76.76.2.126,443,freedns.controld.com,HEAD,/,404,,
76.76.2.37,443,freedns.controld.com,HEAD,/,404,,
76.76.2.196,443,freedns.controld.com,HEAD,/,404,,
76.76.2.189,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.65,443,dns.controld.com,HEAD,/,404,,
76.76.2.189,443,freedns.controld.com,HEAD,/,404,,
76.76.2.183,443,dns.controld.com,HEAD,/,404,,
76.76.10.183,443,freedns.controld.com,HEAD,/,404,,
76.76.10.101,443,freedns.controld.com,HEAD,/,404,,
76.76.10.213,443,freedns.controld.com,HEAD,/,404,,
76.76.2.35,443,dns.controld.com,HEAD,/,404,,
76.76.2.3,443,dns.controld.com,HEAD,/,404,,
8.8.8.8,443,dns64.dns.google,HEAD,/,302,,
76.76.2.197,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.213,443,freedns.controld.com,HEAD,/,404,,
76.76.2.201,443,dns.controld.com,HEAD,/,404,,
76.76.2.20,443,freedns.controld.com,HEAD,/,404,,
76.76.2.84,443,dns.controld.com,HEAD,/,404,,
76.76.2.91,443,dns.controld.com,HEAD,/,404,,
76.76.2.5,443,freedns.controld.com,HEAD,/,404,,
76.76.2.38,443,freedns.controld.com,HEAD,/,404,,
76.76.2.3,443,freedns.controld.com,HEAD,/,404,,
84.17.37.209,443,doh2.blahdns.com,HEAD,/,403,,
76.76.2.209,443,dns.controld.com,HEAD,/,404,,
76.76.2.83,443,dns.controld.com,HEAD,/,404,,
76.76.2.76,443,dns.controld.com,HEAD,/,404,,
76.76.2.0,443,dns.controld.com,HEAD,/,404,,
76.76.10.212,443,dns.controld.com,HEAD,/,404,,
76.76.2.62,443,dns.controld.com,HEAD,/,404,,
76.76.2.5,443,p5.freedns.controld.com,HEAD,/,404,,
76.76.2.82,443,dns.controld.com,HEAD,/,404,,
176.125.239.106,443,dns.controld.dev,HEAD,/,404,,
76.76.10.153,443,dns.controld.com,HEAD,/,404,,
76.76.2.56,443,freedns.controld.com,HEAD,/,404,,
76.76.2.204,443,freedns.controld.com,HEAD,/,404,,
76.76.2.200,443,freedns.controld.com,HEAD,/,404,,
76.76.10.228,443,freedns.controld.com,HEAD,/,404,,
76.76.10.203,443,freedns.controld.com,HEAD,/,404,,
76.76.10.219,443,dns.controld.com,HEAD,/,404,,
76.76.2.198,443,dns.controld.com,HEAD,/,404,,
76.76.2.61,443,dns.controld.com,HEAD,/,404,,
76.76.2.211,443,freedns.controld.com,HEAD,/,404,,
76.76.2.33,443,freedns.controld.com,HEAD,/,404,,
76.76.2.51,443,dns.controld.com,HEAD,/,404,,
76.76.2.20,443,dns.controld.com,HEAD,/,404,,
76.76.2.42,443,freedns.controld.com,HEAD,/,404,,
76.76.2.203,443,freedns.controld.com,HEAD,/,404,,
76.76.2.67,443,dns.controld.com,HEAD,/,404,,
76.76.2.4,443,freedns.controld.com,HEAD,/,404,,
76.76.2.1,443,p1.freedns.controld.com,HEAD,/,404,,
76.76.10.19,443,dns.controld.com,HEAD,/,404,,
76.76.2.79,443,freedns.controld.com,HEAD,/,404,,
76.76.2.190,443,freedns.controld.com,HEAD,/,404,,
76.76.2.211,443,dns.controld.com,HEAD,/,404,,
76.76.10.118,443,dns.controld.com,HEAD,/,404,,
76.76.2.2,443,p2.freedns.controld.com,HEAD,/,404,,
76.76.2.196,443,premium.dns.controld.com,HEAD,/,404,,
76.76.2.39,443,freedns.controld.com,HEAD,/,404,,
76.76.2.52,443,dns.controld.com,HEAD,/,404,,
76.76.2.80,443,dns.controld.com,HEAD,/,404,,
76.76.2.49,443,freedns.controld.com,HEAD,/,404,,
76.76.2.197,443,dns.controld.com,HEAD,/,404,,
76.76.2.203,443,dns.controld.com,HEAD,/,404,,
76.76.2.66,443,dns.controld.com,HEAD,/,404,,
82.156.6.131,443,dns1.yunmoc.top,HEAD,/,302,,
76.76.2.45,443,freedns.controld.com,HEAD,/,404,,
76.76.2.81,443,freedns.controld.com,HEAD,/,404,,
76.76.10.209,443,freedns.controld.com,HEAD,/,404,,
76.76.2.61,443,freedns.controld.com,HEAD,/,404,,
76.76.2.6,443,freedns.controld.com,HEAD,/,404,,
76.76.2.66,443,freedns.controld.com,HEAD,/,404,,
76.76.2.7,443,dns.controld.com,HEAD,/,404,,
76.76.2.64,443,freedns.controld.com,HEAD,/,404,,
76.76.2.187,443,dns.controld.com,HEAD,/,404,,
76.76.10.14,443,dns.controld.com,HEAD,/,404,,
76.76.2.50,443,dns.controld.com,HEAD,/,404,,
76.76.2.52,443,freedns.controld.com,HEAD,/,404,,
76.76.10.43,443,freedns.controld.com,HEAD,/,404,,
8.215.35.154,443,myid-ddnsv1.junaxcloud.my.id,HEAD,/,302,,
76.76.2.68,443,freedns.controld.com,HEAD,/,404,,
176.125.239.109,443,dns.controld.dev,HEAD,/,404,,
8.215.26.147,443,sagittarius.idcloudns.com,HEAD,/,302,,
76.76.2.67,443,freedns.controld.com,HEAD,/,404,,
76.76.2.202,443,dns.controld.com,HEAD,/,404,,
76.76.2.205,443,freedns.controld.com,HEAD,/,404,,
76.76.2.200,443,dns.controld.com,HEAD,/,404,,
76.76.2.59,443,freedns.controld.com,HEAD,/,404,,
76.76.2.5,443,dns.controld.com,HEAD,/,404,,
76.76.2.60,443,dns.controld.com,HEAD,/,404,,
76.76.2.192,443,dns.controld.com,HEAD,/,404,,
76.76.10.3,443,freedns.controld.com,HEAD,/,404,,
8.210.148.24,443,dns.343.re,HEAD,/,301,Strict-Transport-Security: max-age=15552000,
76.76.2.63,443,freedns.controld.com,HEAD,/,404,,
76.76.2.210,443,dns.controld.com,HEAD,/,404,,
76.76.2.194,443,dns.controld.com,HEAD,/,404,,
76.76.2.208,443,dns.controld.com,HEAD,/,404,,
76.76.2.40,443,freedns.controld.com,HEAD,/,404,,
76.76.2.32,443,dns.controld.com,HEAD,/,404,,
76.76.2.68,443,dns.controld.com,HEAD,/,404,,
76.76.2.195,443,dns.controld.com,HEAD,/,404,,
76.76.2.202,443,freedns.controld.com,HEAD,/,404,,
76.76.2.207,443,dns.controld.com,HEAD,/,404,,
76.76.2.88,443,freedns.controld.com,HEAD,/,404,,
176.125.239.10,443,dns.controld.dev,HEAD,/,404,,
76.76.2.62,443,freedns.controld.com,HEAD,/,404,,
76.76.2.82,443,freedns.controld.com,HEAD,/,404,,
76.76.2.206,443,dns.controld.com,HEAD,/,404,,
76.76.2.71,443,dns.controld.com,HEAD,/,404,,
76.76.2.70,443,dns.controld.com,HEAD,/,404,,
76.76.2.56,443,dns.controld.com,HEAD,/,404,,
76.76.10.220,443,dns.controld.com,HEAD,/,404,,
76.76.2.99,443,dns.controld.com,HEAD,/,404,,
76.76.10.211,443,freedns.controld.com,HEAD,/,404,,
76.76.2.3,443,p3.freedns.controld.com,HEAD,/,404,,
76.76.2.72,443,freedns.controld.com,HEAD,/,404,,
76.76.2.193,443,dns.controld.com,HEAD,/,404,,
8.8.8.8,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
76.76.2.81,443,dns.controld.com,HEAD,/,404,,
76.76.2.80,443,freedns.controld.com,HEAD,/,404,,
176.125.239.107,443,freedns.controld.dev,HEAD,/,404,,
76.76.2.99,443,freedns.controld.com,HEAD,/,404,,
76.76.10.22,443,freedns.controld.com,HEAD,/,404,,
76.76.10.221,443,freedns.controld.com,HEAD,/,404,,
76.76.10.3,443,dns.controld.com,HEAD,/,404,,
180.163.223.233,443,doh.360.cn,HEAD,/,302,,
76.76.10.223,443,freedns.controld.com,HEAD,/,404,,
76.76.2.201,443,freedns.controld.com,HEAD,/,404,,
76.76.10.222,443,dns.controld.com,HEAD,/,404,,
76.76.10.214,443,freedns.controld.com,HEAD,/,404,,
77.223.128.219,443,cubedns.com,HEAD,/,200,,
76.76.10.33,443,freedns.controld.com,HEAD,/,404,,
76.76.2.205,443,dns.controld.com,HEAD,/,404,,
76.76.2.85,443,dns.controld.com,HEAD,/,404,,
76.76.10.198,443,dns.controld.com,HEAD,/,404,,
76.76.10.41,443,dns.controld.com,HEAD,/,404,,
76.76.2.212,443,dns.controld.com,HEAD,/,404,,
76.76.2.84,443,freedns.controld.com,HEAD,/,404,,
76.76.2.76,443,freedns.controld.com,HEAD,/,404,,
76.76.2.44,443,freedns.controld.com,HEAD,/,404,,
176.125.239.109,443,freedns.controld.dev,HEAD,/,404,,
134.169.34.57,443,doh.ibr.cs.tu-bs.de,HEAD,/,200,Strict-Transport-Security: max-age=63072000,
76.76.2.210,443,freedns.controld.com,HEAD,/,404,,
176.125.239.110,443,dns.controld.dev,HEAD,/,404,,
76.76.2.47,443,dns.controld.com,HEAD,/,404,,
76.76.2.59,443,dns.controld.com,HEAD,/,404,,
176.125.239.165,443,freedns.controld.dev,HEAD,/,404,,
8.142.16.66,443,dns.icemoe.cn,HEAD,/,302,,
76.76.2.75,443,dns.controld.com,HEAD,/,404,,
76.76.2.51,443,freedns.controld.com,HEAD,/,404,,
76.76.2.209,443,freedns.controld.com,HEAD,/,404,,
76.76.2.86,443,freedns.controld.com,HEAD,/,404,,
76.76.2.74,443,freedns.controld.com,HEAD,/,404,,
76.76.2.89,443,freedns.controld.com,HEAD,/,404,,
76.76.10.160,443,dns.controld.com,HEAD,/,404,,
76.76.10.20,443,dns.controld.com,HEAD,/,404,,
76.76.2.73,443,dns.controld.com,HEAD,/,404,,
8.8.8.8,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
76.76.10.23,443,freedns.controld.com,HEAD,/,404,,
76.76.10.210,443,dns.controld.com,HEAD,/,404,,
76.76.10.4,443,dns.controld.com,HEAD,/,404,,
78.142.193.54,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
76.76.2.9,443,dns.controld.com,HEAD,/,404,,
76.76.2.6,443,dns.controld.com,HEAD,/,404,,
81.187.201.92,443,dns.neilzone.co.uk,HEAD,/,401,Strict-Transport-Security: max-age=31536000; includeSubDomains,
76.76.2.8,443,freedns.controld.com,HEAD,/,404,,
76.76.10.162,443,dns.controld.com,HEAD,/,404,,
76.76.2.195,443,premium.dns.controld.com,HEAD,/,404,,
76.76.10.166,443,freedns.controld.com,HEAD,/,404,,
76.76.2.91,443,freedns.controld.com,HEAD,/,404,,
76.76.10.217,443,dns.controld.com,HEAD,/,404,,
76.76.10.218,443,freedns.controld.com,HEAD,/,404,,
76.76.2.97,443,dns.controld.com,HEAD,/,404,,
76.76.10.32,443,dns.controld.com,HEAD,/,404,,
76.76.10.36,443,dns.controld.com,HEAD,/,404,,
76.76.2.92,443,freedns.controld.com,HEAD,/,404,,
76.76.2.79,443,dns.controld.com,HEAD,/,404,,
76.76.2.98,443,freedns.controld.com,HEAD,/,404,,
76.76.2.89,443,dns.controld.com,HEAD,/,404,,
94.140.14.59,443,dns.adguard.com,HEAD,/,302,,
94.140.14.49,443,dns-unfiltered.adguard.com,HEAD,/,302,,
94.140.15.15,443,dns.adguard.com,HEAD,/,302,,
94.140.14.15,443,dns-unfiltered.adguard.com,HEAD,/,302,,
76.76.2.1,443,dns.controld.com,HEAD,/,404,,
76.76.2.87,443,dns.controld.com,HEAD,/,404,,
76.76.10.242,443,freedns.controld.com,HEAD,/,404,,
76.76.2.204,443,dns.controld.com,HEAD,/,404,,
76.76.10.44,443,freedns.controld.com,HEAD,/,404,,
76.76.2.60,443,freedns.controld.com,HEAD,/,404,,
76.76.2.86,443,dns.controld.com,HEAD,/,404,,
76.76.10.22,443,dns.controld.com,HEAD,/,404,,
77.244.244.214,443,dns.kerekes.xyz,HEAD,/,404,,
76.76.10.236,443,freedns.controld.com,HEAD,/,404,,
76.76.10.49,443,dns.controld.com,HEAD,/,404,,
76.76.10.213,443,dns.controld.com,HEAD,/,404,,
81.27.162.100,443,powerdns-test.csaonline.de,HEAD,/,400,,
76.76.10.244,443,dns.controld.com,HEAD,/,404,,
76.76.2.98,443,dns.controld.com,HEAD,/,404,,
76.76.2.97,443,freedns.controld.com,HEAD,/,404,,
76.76.10.46,443,freedns.controld.com,HEAD,/,404,,
76.76.10.34,443,dns.controld.com,HEAD,/,404,,
76.76.2.214,443,dns.controld.com,HEAD,/,404,,
76.76.2.19,443,freedns.controld.com,HEAD,/,404,,
76.76.10.240,443,dns.controld.com,HEAD,/,404,,
76.76.10.241,443,dns.controld.com,HEAD,/,404,,
76.76.2.38,443,dns.controld.com,HEAD,/,404,,
82.118.227.235,443,dns1.afastserver.com,HEAD,/,302,,
78.46.206.250,443,ipv4-dns.stud.cloud,HEAD,/,302,,
81.27.162.100,443,dns.csaonline.de,HEAD,/,400,,
80.195.215.179,443,dns.bearnet.co.uk,HEAD,/,302,,
76.76.2.55,443,freedns.controld.com,HEAD,/,404,,
206.223.153.201,443,api201.fakerdns.jp,HEAD,/,200,,
76.76.10.122,443,freedns.controld.com,HEAD,/,404,,
76.76.2.208,443,freedns.controld.com,HEAD,/,404,,
76.76.2.94,443,dns.controld.com,HEAD,/,404,,
76.76.2.73,443,freedns.controld.com,HEAD,/,404,,
84.17.37.209,443,doh2.b-cdn.net,HEAD,/,403,,
76.76.2.50,443,freedns.controld.com,HEAD,/,404,,
76.76.10.42,443,dns.controld.com,HEAD,/,404,,
76.76.2.9,443,freedns.controld.com,HEAD,/,404,,
45.90.30.252,443,dns2.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
76.76.10.238,443,dns.controld.com,HEAD,/,404,,
76.76.10.65,443,dns.controld.com,HEAD,/,404,,
76.76.2.83,443,freedns.controld.com,HEAD,/,404,,
76.76.10.48,443,freedns.controld.com,HEAD,/,404,,
180.163.223.232,443,doh.360.cn,HEAD,/,302,,
76.76.10.38,443,dns.controld.com,HEAD,/,404,,
76.76.2.93,443,dns.controld.com,HEAD,/,404,,
76.76.2.88,443,dns.controld.com,HEAD,/,404,,
8.8.8.8,443,8888.google,HEAD,/,301,Strict-Transport-Security: max-age=31536000,
76.76.10.30,443,dns.controld.com,HEAD,/,404,,
8.8.4.4,443,8888.google,HEAD,/,301,Strict-Transport-Security: max-age=31536000,
76.76.2.213,443,dns.controld.com,HEAD,/,404,,
76.76.2.93,443,freedns.controld.com,HEAD,/,404,,
8.8.4.4,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
76.76.2.8,443,dns.controld.com,HEAD,/,404,,
76.76.2.87,443,freedns.controld.com,HEAD,/,404,,
76.76.2.212,443,freedns.controld.com,HEAD,/,404,,
76.76.10.42,443,freedns.controld.com,HEAD,/,404,,
185.184.222.222,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
76.76.10.223,443,dns.controld.com,HEAD,/,404,,
76.76.2.214,443,freedns.controld.com,HEAD,/,404,,
76.76.2.90,443,dns.controld.com,HEAD,/,404,,
76.76.10.242,443,dns.controld.com,HEAD,/,404,,
76.76.10.227,443,dns.controld.com,HEAD,/,404,,
76.76.2.95,443,freedns.controld.com,HEAD,/,404,,
76.76.2.70,443,freedns.controld.com,HEAD,/,404,,
76.76.2.96,443,dns.controld.com,HEAD,/,404,,
76.76.10.205,443,dns.controld.com,HEAD,/,404,,
76.76.10.159,443,freedns.controld.com,HEAD,/,404,,
76.76.10.240,443,freedns.controld.com,HEAD,/,404,,
76.76.2.71,443,freedns.controld.com,HEAD,/,404,,
76.76.10.229,443,freedns.controld.com,HEAD,/,404,,
76.76.10.2,443,dns.controld.com,HEAD,/,404,,
76.76.2.19,443,dns.controld.com,HEAD,/,404,,
18.163.164.158,443,keithdns.site,HEAD,/,302,,
76.76.10.241,443,freedns.controld.com,HEAD,/,404,,
76.76.10.4,443,freedns.controld.com,HEAD,/,404,,
76.76.10.224,443,dns.controld.com,HEAD,/,404,,
78.142.193.116,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
76.76.10.208,443,freedns.controld.com,HEAD,/,404,,
76.76.10.210,443,freedns.controld.com,HEAD,/,404,,
76.76.10.54,443,freedns.controld.com,HEAD,/,404,,
180.163.239.249,443,dns.360.cn,HEAD,/,302,,
76.76.2.92,443,dns.controld.com,HEAD,/,404,,
76.76.2.7,443,freedns.controld.com,HEAD,/,404,,
94.140.14.140,443,dns-family.adguard.com,HEAD,/,302,,
76.76.2.74,443,dns.controld.com,HEAD,/,404,,
76.76.10.224,443,freedns.controld.com,HEAD,/,404,,
76.76.2.95,443,dns.controld.com,HEAD,/,404,,
8.142.213.35,443,alidns.com,HEAD,/,404,,
76.76.2.90,443,freedns.controld.com,HEAD,/,404,,
91.230.211.67,443,www.dns.east.comss.one,HEAD,/,302,,
8.208.2.64,443,dns.alidns.com,HEAD,/,404,,
94.140.14.140,443,dns-unfiltered.adguard.com,HEAD,/,302,,
78.46.136.57,443,dns.gecko.space,HEAD,/,302,Strict-Transport-Security: max-age=15768000,
76.76.10.228,443,dns.controld.com,HEAD,/,404,,
76.76.10.220,443,freedns.controld.com,HEAD,/,404,,
76.76.10.21,443,dns.controld.com,HEAD,/,404,,
76.76.10.226,443,dns.controld.com,HEAD,/,404,,
76.76.2.194,443,premium.dns.controld.com,HEAD,/,404,,
76.76.10.45,443,dns.controld.com,HEAD,/,404,,
76.76.2.46,443,dns.controld.com,HEAD,/,404,,
94.140.14.141,443,dns-family.adguard.com,HEAD,/,302,,
8.208.2.65,443,dns.alidns.com,HEAD,/,404,,
77.85.33.102,443,dns64.dns.google,HEAD,/,302,,
76.76.2.96,443,freedns.controld.com,HEAD,/,404,,
76.76.10.235,443,dns.controld.com,HEAD,/,404,,
94.140.14.15,443,dns.adguard.com,HEAD,/,302,,
76.76.10.225,443,freedns.controld.com,HEAD,/,404,,
76.76.10.231,443,freedns.controld.com,HEAD,/,404,,
76.76.10.30,443,freedns.controld.com,HEAD,/,404,,
94.140.14.14,443,dns-unfiltered.adguard.com,HEAD,/,302,,
94.140.14.14,443,dns-family.adguard.com,HEAD,/,302,,
23.247.213.145,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
18.140.244.130,443,cdns.ericsn.web.id,HEAD,/,302,,
78.142.193.53,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
79.133.149.84,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
82.197.214.133,443,dns.kijk-ik.com,HEAD,/,400,,
76.76.10.43,443,dns.controld.com,HEAD,/,404,,
78.142.193.50,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
94.140.14.141,443,dns.adguard.com,HEAD,/,302,,
76.76.2.206,443,freedns.controld.com,HEAD,/,404,,
94.140.14.141,443,dns-unfiltered.adguard.com,HEAD,/,302,,
79.133.149.84,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
78.142.193.51,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
92.223.109.31,443,dns.east.comss.one,HEAD,/,302,,
91.230.211.67,443,dns.east.comss.one,HEAD,/,302,,
78.142.193.50,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
86.238.65.244,443,fakihohome.myddns.me,HEAD,/,302,,
180.76.237.57,443,dns.klizi.cn,HEAD,/,302,,
94.140.15.16,443,dns-unfiltered.adguard.com,HEAD,/,302,,
94.140.14.59,443,dns-unfiltered.adguard.com,HEAD,/,302,,
94.140.14.140,443,dns.adguard.com,HEAD,/,302,,
76.76.10.53,443,dns.controld.com,HEAD,/,404,,
94.140.14.49,443,dns-family.adguard.com,HEAD,/,302,,
8.39.235.108,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
76.76.10.237,443,freedns.controld.com,HEAD,/,404,,
76.76.10.246,443,freedns.controld.com,HEAD,/,404,,
76.76.10.51,443,freedns.controld.com,HEAD,/,404,,
78.142.193.54,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.10,443,freedns.controld.dev,HEAD,/,404,,
76.76.2.218,443,dns.controld.com,HEAD,/,404,,
92.223.109.31,443,www.dns.east.comss.one,HEAD,/,302,,
76.76.2.94,443,freedns.controld.com,HEAD,/,404,,
2.58.242.209,443,dot-tw1.blahdns.com,HEAD,/,404,,
94.140.14.59,443,dns-family.adguard.com,HEAD,/,302,,
76.76.10.53,443,freedns.controld.com,HEAD,/,404,,
185.184.222.222,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
76.76.10.46,443,dns.controld.com,HEAD,/,404,,
76.76.10.23,443,dns.controld.com,HEAD,/,404,,
76.76.10.237,443,dns.controld.com,HEAD,/,404,,
92.249.39.1,443,dns.surfshark.com,HEAD,/,301,Strict-Transport-Security: max-age=31536000;,
89.169.66.169,443,dns.google.com,HEAD,/,302,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
2.58.242.209,443,doh-tw1.blahdns.com,HEAD,/,404,,
81.27.162.100,443,doh.csaonline.de,HEAD,/,400,,
78.46.244.143,443,doh-de.blahdns.com,HEAD,/,404,,
45.90.30.47,443,dns2.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
78.46.160.25,443,dns.zarchbox.fr,HEAD,/,302,,
76.76.10.231,443,dns.controld.com,HEAD,/,404,,
76.76.10.233,443,freedns.controld.com,HEAD,/,404,,
78.142.193.116,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.109,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
78.142.193.51,443,doh.sb,HEAD,/,301,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
18.136.100.104,443,dns0211.supersecrethosting.com,HEAD,/,302,,
76.76.10.234,443,dns.controld.com,HEAD,/,404,,
77.223.128.221,443,cubedns.com,HEAD,/,200,,
78.142.193.53,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
86.106.103.153,443,dns2.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
45.90.30.2,443,dns2.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
78.46.206.250,443,www.dns.stud.cloud,HEAD,/,302,,
91.239.100.100,443,anycast.censurfridns.nu,HEAD,/,400,,
79.177.113.214,443,dns64.dns.google,HEAD,/,302,,
76.76.10.109,443,freedns.controld.com,HEAD,/,404,,
